time,power,temp,humidity,light,CO2,dust
2015-08-01 01:34:49,0,31,41,0,975,18.41
2015-08-01 01:35:19,0,31,41,0,975,35.49
2015-08-01 01:35:49,0,31,41,0,975,36.47
2015-08-01 01:36:19,0,31,41,0,973,24.06
2015-08-01 01:36:50,0,31,41,0,975,21.16
2015-08-01 01:37:20,0,31,41,0,973,19.15
2015-08-01 01:37:50,0,31,41,0,975,21.02
2015-08-01 01:38:20,0,31,41,0,975,21.02
2015-08-01 01:38:50,0,31,41,0,975,21.9
2015-08-01 01:39:20,0,31,41,0,975,21.52
2015-08-01 01:39:50,0,31,41,0,978,19.36
2015-08-01 01:40:20,0,31,41,0,975,16.54
2015-08-01 01:40:50,0,31,41,0,975,27.94
2015-08-01 01:41:21,0,31,41,0,975,18.87
2015-08-01 01:41:51,0,31,41,0,978,22.72
2015-08-01 01:42:21,0,31,41,0,975,26.53
2015-08-01 01:42:51,0,31,41,0,975,31.54
2015-08-01 01:43:21,0,31,41,0,975,14.39
2015-08-01 01:43:51,0,31,41,0,975,21.94
2015-08-01 01:44:21,0,31,41,0,975,36.05
2015-08-01 01:44:51,0,31,41,0,973,26.49
2015-08-01 01:45:21,0,31,41,0,975,45.15
2015-08-01 01:45:52,0,31,41,0,975,32.07
2015-08-01 01:46:22,0,31,41,0,975,29.17
2015-08-01 01:46:52,0,31,41,0,975,29.07
2015-08-01 01:47:22,0,31,41,0,975,28.89
2015-08-01 01:47:52,0,32,41,0,973,33.33
2015-08-01 01:48:22,0,32,41,0,973,25.11
2015-08-01 01:48:52,0,32,41,0,975,36.09
2015-08-01 01:49:22,0,32,41,0,975,34.53
2015-08-01 01:49:52,0,32,41,0,975,32.24
2015-08-01 01:50:23,0,32,41,0,978,22.05
2015-08-01 01:50:53,0,32,41,0,975,22.68
2015-08-01 01:51:23,0,32,41,0,975,23.81
2015-08-01 01:51:53,0,32,41,0,973,27.76
2015-08-01 01:52:23,0,32,41,0,973,36.23
2015-08-01 01:52:53,0,32,41,0,978,32.7
2015-08-01 01:53:23,0,32,41,0,978,39.58
2015-08-01 01:53:53,0,32,41,0,978,34.57
2015-08-01 01:54:23,0,32,41,0,975,30.16
2015-08-01 01:54:54,0,32,41,0,975,33.33
2015-08-01 01:55:24,0,32,41,0,975,30.65
2015-08-01 01:55:54,0,32,41,0,975,36.51
2015-08-01 01:56:24,0,32,41,0,973,23.53
2015-08-01 01:56:54,0,32,41,0,973,34.15
2015-08-01 01:57:24,0,32,41,0,978,40.81
2015-08-01 01:57:54,0,32,41,0,975,27.62
2015-08-01 01:58:24,0,32,41,0,975,41.91
2015-08-01 01:58:55,0,32,41,0,978,34.46
2015-08-01 01:59:25,0,32,41,0,978,36.83
2015-08-01 01:59:55,0,32,41,0,973,36.33
2015-08-01 02:00:25,0,32,41,0,975,24.41
2015-08-01 02:00:55,0,32,41,0,975,21.52
2015-08-01 02:01:25,0,32,41,0,975,23.35
2015-08-01 02:01:55,0,32,41,0,975,30.83
2015-08-01 02:02:25,0,32,41,0,975,35.77
2015-08-01 02:02:55,0,32,41,0,975,48.65
2015-08-01 02:03:26,0,32,41,0,975,48.08
2015-08-01 02:03:56,0,32,41,0,975,35.13
2015-08-01 02:04:26,0,32,41,0,978,26.91
2015-08-01 02:04:56,0,32,41,0,978,10.58
2015-08-01 02:05:26,0,32,41,0,978,25.26
2015-08-01 02:05:56,0,32,41,0,978,27.41
2015-08-01 02:06:26,0,32,41,0,978,45.26
2015-08-01 02:06:56,0,32,41,0,978,44.27
2015-08-01 02:07:26,0,32,41,0,978,38.6
2015-08-01 02:07:57,0,32,41,0,978,36.62
2015-08-01 02:08:27,0,31,41,0,978,31.85
2015-08-01 02:08:57,0,31,41,0,978,31.11
2015-08-01 02:09:27,0,32,41,0,978,22.29
2015-08-01 02:09:57,0,31,41,0,978,29.91
2015-08-01 02:10:27,0,32,41,0,975,37.71
2015-08-01 02:10:57,0,32,41,0,978,35.8
2015-08-01 02:11:27,0,32,41,0,975,35.45
2015-08-01 02:11:57,0,31,41,0,980,29.49
2015-08-01 02:12:28,0,32,41,0,983,23.99
2015-08-01 02:12:58,0,32,41,0,980,19.72
2015-08-01 02:13:28,0,31,41,0,980,33.16
2015-08-01 02:13:58,0,32,41,0,983,47.45
2015-08-01 02:14:28,0,31,41,0,983,35.06
2015-08-01 02:14:58,0,31,41,0,980,24.76
2015-08-01 02:15:28,0,31,41,0,980,32.81
2015-08-01 02:15:58,0,31,41,0,983,34.18
2015-08-01 02:16:28,0,31,41,0,983,35.03
2015-08-01 02:16:59,0,31,41,0,978,35.24
2015-08-01 02:17:29,0,31,41,0,983,32.03
2015-08-01 02:17:59,0,31,41,0,980,29.14
2015-08-01 02:18:29,0,31,41,0,983,27.65
2015-08-01 02:18:59,0,31,41,0,980,26.56
2015-08-01 02:19:29,0,31,41,0,983,28.25
2015-08-01 02:19:59,0,31,41,0,983,27.73
2015-08-01 02:20:29,0,31,41,0,980,15.06
2015-08-01 02:20:59,0,31,41,0,985,30.65
2015-08-01 02:21:30,0,31,41,0,985,48.33
2015-08-01 02:22:00,0,31,41,0,980,42.97
2015-08-01 02:22:30,0,31,41,0,983,50.16
2015-08-01 02:23:00,0,31,41,0,980,23.28
2015-08-01 02:23:30,0,31,41,0,983,45.89
2015-08-01 02:24:00,0,31,41,0,983,33.37
2015-08-01 02:24:30,0,31,41,0,983,30.23
2015-08-01 02:25:00,0,31,41,0,983,35.8
2015-08-01 02:25:30,0,31,41,0,983,39.83
2015-08-01 02:26:01,0,31,42,0,983,51.01
2015-08-01 02:26:31,0,31,42,0,983,34.57
2015-08-01 02:27:01,0,32,42,0,983,36.65
2015-08-01 02:27:31,0,32,41,0,983,33.16
2015-08-01 02:28:01,0,32,42,0,980,25.57
2015-08-01 02:28:31,0,32,41,0,980,40.67
2015-08-01 02:29:01,0,31,41,0,980,34.39
2015-08-01 02:29:31,0,32,41,0,983,31.39
2015-08-01 02:30:01,0,31,41,0,980,28.92
2015-08-01 02:30:32,0,32,41,0,980,48.65
2015-08-01 02:31:02,0,32,41,0,980,39.65
2015-08-01 02:31:32,0,32,41,0,980,48.65
2015-08-01 02:32:02,0,32,41,0,980,32.24
2015-08-01 02:32:32,0,32,41,0,980,31.08
2015-08-01 02:33:02,0,32,41,0,983,36.47
2015-08-01 02:33:32,0,32,41,0,983,43.57
2015-08-01 02:34:02,0,32,41,0,983,32.84
2015-08-01 02:34:32,0,32,41,0,980,41.98
2015-08-01 02:35:03,0,32,41,0,983,56.8
2015-08-01 02:35:33,0,32,41,0,980,65.05
2015-08-01 02:36:03,0,32,41,0,980,46.99
2015-08-01 02:36:33,0,32,41,0,980,37.67
2015-08-01 02:37:03,0,32,41,0,983,20.7
2015-08-01 02:37:33,0,32,41,0,983,30.19
2015-08-01 02:38:03,0,32,41,0,980,26.95
2015-08-01 02:38:33,0,32,41,0,980,41.91
2015-08-01 02:39:03,0,32,41,0,983,34.43
2015-08-01 02:39:34,0,32,41,0,983,32.81
2015-08-01 02:40:04,0,32,41,0,983,26.42
2015-08-01 02:40:34,0,32,41,0,983,25.71
2015-08-01 02:41:04,0,32,41,0,983,20.18
2015-08-01 02:41:34,0,31,41,0,980,28.01
2015-08-01 02:42:04,0,32,41,0,983,28.4
2015-08-01 02:42:34,0,31,41,0,980,27.94
2015-08-01 02:43:04,0,31,41,0,980,26.6
2015-08-01 02:43:34,0,31,41,0,983,31.39
2015-08-01 02:44:05,0,31,41,0,983,30.02
2015-08-01 02:44:35,0,31,41,0,980,48.43
2015-08-01 02:45:05,0,32,41,0,983,35.42
2015-08-01 02:45:35,0,31,42,0,983,31.75
2015-08-01 02:46:05,0,31,41,0,983,34.29
2015-08-01 02:46:35,0,31,41,0,983,28.4
2015-08-01 02:47:05,0,31,41,0,980,34.96
2015-08-01 02:47:35,0,31,42,0,983,43.85
2015-08-01 02:48:05,0,32,42,0,980,52.03
2015-08-01 02:48:36,0,32,42,0,985,29.35
2015-08-01 02:49:06,0,32,42,0,985,28.68
2015-08-01 02:49:36,0,32,42,0,983,22.82
2015-08-01 02:50:06,0,32,42,0,985,39.93
2015-08-01 02:50:36,0,32,42,0,983,33.93
2015-08-01 02:51:06,0,32,42,0,985,28.75
2015-08-01 02:51:36,0,32,41,0,983,45.01
2015-08-01 02:52:06,0,32,42,0,985,28.61
2015-08-01 02:52:37,0,32,42,0,983,30.62
2015-08-01 02:53:07,0,32,41,0,983,31.78
2015-08-01 02:53:37,0,32,42,0,985,49.88
2015-08-01 02:54:07,0,32,41,0,983,34.96
2015-08-01 02:54:37,0,32,41,0,985,32.21
2015-08-01 02:55:07,0,32,42,0,983,30.3
2015-08-01 02:55:37,0,31,42,0,985,16.01
2015-08-01 02:56:07,0,31,42,0,985,33.16
2015-08-01 02:56:37,0,32,42,0,985,18.23
2015-08-01 02:57:07,0,31,42,0,985,23.49
2015-08-01 02:57:38,0,31,42,0,985,23.32
2015-08-01 02:58:08,0,31,42,0,985,39.93
2015-08-01 02:58:38,0,31,42,0,983,38.1
2015-08-01 02:59:08,0,31,42,0,980,44.06
2015-08-01 02:59:38,0,31,42,0,983,27.23
2015-08-01 03:00:08,0,31,42,0,985,35.59
2015-08-01 03:00:38,0,31,42,0,983,25.01
2015-08-01 03:01:08,0,31,42,0,983,29.17
2015-08-01 03:01:38,0,32,42,0,983,31.18
2015-08-01 03:02:09,0,31,42,0,983,24.16
2015-08-01 03:02:39,0,32,42,0,983,30.72
2015-08-01 03:03:09,0,31,42,0,983,37.11
2015-08-01 03:03:39,0,31,42,0,985,31.75
2015-08-01 03:04:09,0,32,42,0,983,32.21
2015-08-01 03:04:39,0,31,42,0,985,40.43
2015-08-01 03:05:09,0,32,42,0,985,33.02
2015-08-01 03:05:39,0,31,42,0,983,32.63
2015-08-01 03:06:10,0,32,42,0,983,27.37
2015-08-01 03:06:40,0,32,42,0,983,26.49
2015-08-01 03:07:10,0,32,42,0,985,23.07
2015-08-01 03:07:40,0,32,42,0,985,22.08
2015-08-01 03:08:10,0,32,42,0,985,21.73
2015-08-01 03:08:40,0,32,42,0,985,21.8
2015-08-01 03:09:10,0,31,42,0,985,43.88
2015-08-01 03:09:40,0,31,41,0,985,43.99
2015-08-01 03:10:10,0,31,41,0,983,35.45
2015-08-01 03:10:41,0,31,42,0,985,47.38
2015-08-01 03:11:11,0,31,42,0,985,40.39
2015-08-01 03:11:41,0,31,42,0,985,31.04
2015-08-01 03:12:11,0,31,41,0,983,29.84
2015-08-01 03:12:41,0,31,42,0,983,24.8
2015-08-01 03:13:11,0,31,41,0,985,33.16
2015-08-01 03:13:41,0,31,41,0,985,31.92
2015-08-01 03:14:11,0,31,42,0,985,23.42
2015-08-01 03:14:41,0,31,41,0,985,26.6
2015-08-01 03:15:12,0,31,41,0,985,30.79
2015-08-01 03:15:42,0,31,42,0,985,42.01
2015-08-01 03:16:12,0,31,41,0,985,39.26
2015-08-01 03:16:42,0,31,42,0,985,34.39
2015-08-01 03:17:12,0,31,42,0,988,24.59
2015-08-01 03:17:42,0,31,42,0,988,37.57
2015-08-01 03:18:12,0,31,42,0,988,38.27
2015-08-01 03:18:42,0,31,42,0,985,32.05
2015-08-01 03:19:12,0,31,42,0,985,31.29
2015-08-01 03:19:42,0,31,42,0,980,39.65
2015-08-01 03:20:13,0,31,42,0,988,48.33
2015-08-01 03:20:43,0,32,42,0,988,37.43
